policyid,customerno,policyquotationdate,policyeffectivedate,sex,firstname,lastname,customerdob,issuestate,city,country,issueage,smokingclass,uwclass,coverageunit,prodcode,yearlypremium,policystatus,sumassured,nationalid,maritalstatus,emailid,phoneno,policyterm,newrenew,producer,policyterminationdate,policyterminationreason,monthlypremium,agentcommision,premiumpaidtilldate,commisionpaidtilldate,beneficiaryname,beneficiaryrelationship,beneficiarypct,lastupdated
10005561,10047419,2021-06-30,2021/08/25,F,Cheryl,White,1998/03/09,TX,Houston,USA,23,S,2,416,A0001,499,C,416000,167-26-0008,married,john72@hotmail.com,959-002-8705,15,R,P1000644,2036-08-25,Cancelled by policy holder request,47.82,10.52,812.94,125.24,Roger Collins,Son,100,14/02/2023 10:18:59
10005562,10004972,2021-07-20,2021/08/25,M,John,Bernard,1970/01/19,FL,Tallahassee,USA,51,N,0,315,A0001,409,C,315000,782-93-3065,divorced,perezzachary@yahoo.com,628-626-7893,15,R,P1000383,2036-08-25,Cancelled by policy holder request,39.2,8.62,666.4,102.7,Jennifer Horton,Son,100,14/02/2023 10:18:59
10005563,10043376,2021-08-19,2021/08/25,F,Jessica,Campbell,1985/10/20,NJ,Newark,USA,35,N,1,58,A0001,66,D,58000,608-61-0075,single,choicorey@gmail.com,065-316-9303,15,N,P1003771,2036-08-25,Deceased,6.32,1.39,107.44,16.59,Shari Johnson,Son,100,14/02/2023 10:18:59
10005564,10042793,2021-08-19,2021/08/25,F,Megan,Coleman,1971/02/02,SC,Columbia,USA,50,S,2,126,A0001,176,D,126000,783-16-1000,married,fernandezstephanie@hotmail.com,714-965-0532,15,N,P1001771,2036-08-25,Deceased,16.87,3.71,286.79,44.19,Beverly Smith,Son,100,14/02/2023 10:18:59
10005565,10010769,2021-06-16,2021/08/25,F,Amber,Evans,1987/01/19,MI,Detroit,USA,34,S,1,222,A0001,266,C,222000,470-72-5652,divorced,jdiaz@yahoo.com,446-203-2574,15,N,P1003960,2036-08-25,Cancelled by policy holder request,25.49,5.61,433.33,66.73,Sandra Morales,Daughter,100,14/02/2023 10:18:59
10005566,10031854,2021-07-20,2021/08/26,M,Daniel,White,1991/12/20,TN,Chattanooga,USA,29,N,2,482,A0001,554,T,482000,789-28-4404,single,stanley80@yahoo.com,682-286-8593,15,R,P1003911,2036-08-26,,53.09,11.68,902.53,139.04,Ashley Williams,Spouse,100,14/02/2023 10:18:59
10005567,10033979,2021-08-12,2021/08/26,M,Roy,Brooks,1978/11/23,ME,Augusta,USA,42,N,0,70,A0001,80,D,70000,552-63-3446,single,justinherring@hotmail.com,712-952-6422,15,N,P1001452,2036-08-26,Deceased,7.67,1.69,130.39,20.09,Megan Morris,Spouse,100,14/02/2023 10:18:59
10005568,10009117,2021-06-12,2021/08/26,M,Alan,Perry,2007/01/10,AL,Huntsville,USA,14,N,0,238,A0001,273,T,238000,110-27-8899,divorced,anthony35@yahoo.com,637-010-5497,15,N,P1003463,2036-08-26,,26.16,5.76,444.72,68.48,Kathryn Robinson,Son,100,14/02/2023 10:18:59
10005569,10006843,2021-07-08,2021/08/26,F,Jessica,Davis,2002/01/23,RI,Providence,USA,19,N,2,303,A0001,348,T,303000,579-45-6030,single,crystalshields@yahoo.com,200-429-8484,15,N,P1002011,2036-08-26,,33.35,7.34,566.95,87.34,Eddie Whitaker,Spouse,100,14/02/2023 10:18:59
10005570,10049350,2021-08-05,2021/08/27,M,Alexander,Ruiz,1961/06/20,ID,Meridian,USA,60,S,0,384,A0001,537,C,384000,836-58-2555,married,michaelthompson@hotmail.com,267-746-5822,15,R,P1001381,2036-08-27,Cancelled by policy holder request,51.46,11.32,874.82,134.84,Natalie Garcia,Spouse,100,14/02/2023 10:18:59
10005571,10001894,2021-07-27,2021/08/27,M,Colton,Chang,1991/02/19,IA,Cedar Rapids,USA,30,S,2,360,A0001,432,T,360000,083-52-6367,married,dixonchristopher@gmail.com,452-334-1848,15,R,P1001530,2036-08-27,,41.4,9.11,703.8,108.47,Richard Oconnor,Son,100,14/02/2023 10:18:59
10005572,10006037,2021-08-08,2021/08/27,M,David,Clark,1986/03/18,MD,Baltimore,USA,35,S,1,448,A0001,537,T,448000,410-46-7135,single,davidanderson@hotmail.com,591-848-9919,15,N,P1002641,2036-08-27,,51.46,11.32,874.82,134.84,Stephanie Price,Daughter,100,14/02/2023 10:18:59
10005573,10016989,2021-07-28,2021/08/27,M,Ryan,Allen,2005/05/11,MS,Jackson,USA,16,S,2,500,A0001,600,T,500000,876-10-3179,single,david81@gmail.com,515-771-5610,15,N,P1002743,2036-08-27,,57.5,12.65,977.5,150.66,Amanda Robinson,Son,100,14/02/2023 10:18:59
10005574,10010935,2021-07-22,2021/08/27,M,Todd,Munoz,1994/11/09,LA,Lafayette,USA,26,N,0,58,A0001,66,T,58000,562-68-2350,single,jonesedward@yahoo.com,253-656-2591,15,R,P1001916,2036-08-27,Cancelled due to non payment,6.32,1.39,107.44,16.59,Kirsten Griffin,Son,100,14/02/2023 10:18:59
10005575,10013659,2021-07-02,2021/08/27,M,Jonathan,Thompson,1971/03/24,TN,Memphis,USA,50,S,1,394,A0001,551,D,394000,298-35-6689,divorced,qfuller@yahoo.com,803-410-4926,15,R,P1002030,2036-08-27,Deceased,52.8,11.62,897.6,138.34,Sarah Fowler,Daughter,100,14/02/2023 10:18:59
10005576,10028878,2021-06-19,2021/08/27,F,Patricia,Boyd,1973/07/25,NM,Albuquerque,USA,48,S,2,103,A0001,144,C,103000,231-85-6525,married,stephaniedean@gmail.com,312-634-8876,15,R,P1001458,2036-08-27,Cancelled by policy holder request,13.8,3.04,234.6,36.16,Rachel Pham,Spouse,100,14/02/2023 10:18:59
10005577,10017447,2021-06-16,2021/08/27,M,Bryan,Booker,1947/05/06,OK,Tulsa,USA,74,S,0,418,A0001,585,T,418000,205-94-8104,divorced,hgreen@gmail.com,341-015-4309,15,R,P1002254,2036-08-27,Cancelled due to non payment,56.06,12.33,953.02,146.89,Darius Kelley,Son,100,14/02/2023 10:18:59
10005578,10042225,2021-08-21,2021/08/27,M,Jerry,May,1964/06/12,WY,Cheyenne,USA,57,N,1,162,A0001,210,T,162000,368-13-3655,single,darrenweiss@gmail.com,518-852-1521,15,N,P1003922,2036-08-27,,20.12,4.43,342.04,52.75,Joseph Henson,Daughter,100,14/02/2023 10:18:59
10005579,10027182,2021-07-18,2021/08/27,M,Bryan,Villarreal,1971/10/13,DC,Washington,USA,49,N,0,382,A0001,496,T,382000,450-66-6153,married,chasemontgomery@gmail.com,366-822-4296,15,N,P1002927,2036-08-27,Cancelled due to non payment,47.53,10.46,808.01,124.54,Toni Lewis,Spouse,100,14/02/2023 10:18:59
10005580,10008591,2021-08-26,2021/08/27,M,Steve,Sandoval,1965/10/12,AR,Little Rock,USA,55,S,0,257,A0001,359,C,257000,206-32-1548,married,odonnellcassandra@hotmail.com,127-220-8774,15,N,P1002155,2036-08-27,Cancelled by policy holder request,34.4,7.57,584.8,90.13,Lisa Rivera,Spouse,100,14/02/2023 10:18:59
10005581,10046987,2021-07-05,2021/08/27,M,Kenneth,Thompson,1982/06/01,UT,Salt Lake City,USA,39,N,2,460,A0001,529,T,460000,757-46-6641,divorced,huffemily@yahoo.com,034-665-5365,15,N,P1003562,2036-08-27,,50.7,11.15,861.9,132.88,Robert Thomas,Son,100,14/02/2023 10:18:59
10005582,10021077,2021-06-25,2021/08/28,M,Edward,Montgomery,2000/05/02,WA,Seattle,USA,21,N,1,142,A0001,163,D,142000,224-46-9346,divorced,manuel98@yahoo.com,675-834-9526,15,N,P1001868,2036-08-28,Deceased,15.62,3.44,265.54,40.88,Christopher Thomas,Daughter,100,14/02/2023 10:18:59
10005583,10038312,2021-07-07,2021/08/28,M,Robert,Wood,1950/01/03,KS,Wichita,USA,71,S,0,134,A0001,187,T,134000,601-07-7526,divorced,patrickbell@gmail.com,150-529-5150,15,R,P1000170,2036-08-28,Cancelled due to non payment,17.92,3.94,304.64,46.98,Debbie Hamilton,Son,100,14/02/2023 10:18:59
10005584,10018250,2021-07-17,2021/08/28,M,Casey,Gonzalez,1944/12/28,OH,Cleveland,USA,76,S,2,138,A0001,193,T,138000,827-60-9359,divorced,james51@yahoo.com,249-583-5158,15,R,P1000156,2036-08-28,Cancelled due to non payment,18.5,4.07,314.5,48.45,James Riley,Spouse,100,14/02/2023 10:18:59
10005585,10004929,2021-07-28,2021/08/28,F,Molly,Anderson,1962/08/19,KY,Lexington,USA,59,N,0,270,A0001,351,C,270000,823-45-0022,married,erodriguez@yahoo.com,172-516-6523,15,N,P1003285,2036-08-28,Cancelled by policy holder request,33.64,7.4,571.88,88.2,Michael Huber,Daughter,100,14/02/2023 10:18:59
10005586,10045722,2021-08-19,2021/08/28,M,Derrick,Reynolds,1966/06/13,CO,Denver,USA,55,S,0,172,A0001,240,T,172000,288-47-1402,single,andrew05@gmail.com,763-849-4942,15,N,P1002856,2036-08-28,Cancelled due to non payment,23.0,5.06,391.0,60.26,Maria Carney,Son,100,14/02/2023 10:18:59
10005587,10018598,2021-08-26,2021/08/28,M,Oscar,Wallace,2007/03/09,HI,Honolulu,USA,14,N,1,103,A0001,118,D,103000,391-04-4907,single,denise99@yahoo.com,003-806-9333,15,R,P1002819,2036-08-28,Deceased,11.31,2.49,192.27,29.69,Stephanie Foley,Spouse,100,14/02/2023 10:18:59
10005588,10035180,2021-07-07,2021/08/28,M,Nicholas,Hayes,2003/08/07,GA,Atlanta,USA,18,N,2,253,A0001,290,D,253000,218-34-4953,single,pageariel@hotmail.com,749-793-3894,15,R,P1002218,2036-08-28,Deceased,27.79,6.11,472.43,72.83,Wesley Johnston,Son,100,14/02/2023 10:18:59
10005589,10003320,2021-06-05,2021/08/28,M,George,Hughes,1972/11/23,MS,Jackson,USA,48,N,2,242,A0001,314,D,242000,565-65-2818,single,dramos@hotmail.com,254-687-0095,15,N,P1003962,2036-08-28,Deceased,30.09,6.62,511.53,78.78,Kimberly Hunter,Spouse,100,14/02/2023 10:18:59
10005590,10040280,2021-07-28,2021/08/28,M,Patrick,Perry,1950/01/30,SC,Columbia,USA,71,N,1,376,A0001,488,C,376000,828-72-6545,single,jhernandez@yahoo.com,015-405-7909,15,R,P1002745,2036-08-28,Cancelled by policy holder request,46.77,10.29,795.09,122.61,John Kaufman,Spouse,100,14/02/2023 10:18:59
10005591,10006547,2021-08-20,2021/08/29,M,Gabriel,Villa,1952/04/14,KY,Louisville,USA,69,S,0,273,A0001,382,T,273000,073-38-1635,single,taylorcurtis@gmail.com,010-138-7919,15,N,P1003281,2036-08-29,,36.61,8.05,622.37,95.89,Joshua Doyle,Spouse,100,14/02/2023 10:18:59
10005592,10001785,2021-07-02,2021/08/29,F,Bethany,Davis,1991/09/22,KY,Lexington,USA,29,S,2,81,A0001,97,D,81000,581-59-5322,married,tprice@gmail.com,171-056-7029,15,N,P1001846,2036-08-29,Deceased,9.3,2.05,158.1,24.34,Shirley Golden,Son,100,14/02/2023 10:18:59
10005593,10043437,2021-07-26,2021/08/29,M,Zachary,Morales,1996/07/18,GA,Atlanta,USA,25,N,2,482,A0001,554,C,482000,372-81-5293,married,jason99@hotmail.com,738-681-5226,15,R,P1000874,2036-08-29,Cancelled by policy holder request,53.09,11.68,902.53,139.04,Andrew Banks Jr.,Son,100,14/02/2023 10:18:59
10005594,10013164,2021-07-24,2021/08/30,M,Benjamin,Harding,1981/06/20,VA,Chesapeake,USA,40,S,1,366,A0001,439,D,366000,830-46-8169,divorced,roywilkinson@hotmail.com,948-396-9057,15,R,P1003527,2036-08-30,Deceased,42.07,9.26,715.19,110.22,Courtney Harris,Son,100,14/02/2023 10:19:00
10005595,10012098,2021-07-04,2021/08/30,M,Joshua,Branch,1980/09/14,TX,Houston,USA,40,N,0,120,A0001,138,C,120000,822-27-4889,married,ocarson@hotmail.com,163-197-0805,15,R,P1003135,2036-08-30,Cancelled by policy holder request,13.22,2.91,224.74,34.59,Cole Jenkins,Son,100,14/02/2023 10:19:00
10005596,10011031,2021-08-22,2021/08/30,M,Terry,Wright,1970/04/26,NY,New York,USA,51,N,0,250,A0001,325,T,250000,423-97-9806,divorced,jasminemurphy@yahoo.com,127-699-0978,15,R,P1001724,2036-08-30,Cancelled due to non payment,31.15,6.85,529.55,81.57,Victor Norris,Daughter,100,14/02/2023 10:19:00
10005597,10024521,2021-07-05,2021/08/30,M,Joshua,Brennan,1942/03/18,VA,Chesapeake,USA,79,N,0,420,A0001,546,T,420000,073-04-7378,divorced,vneal@hotmail.com,504-130-8342,15,R,P1001191,2036-08-30,Cancelled due to non payment,52.32,11.51,889.44,137.11,George Hamilton,Daughter,100,14/02/2023 10:19:00
10005598,10032659,2021-07-29,2021/08/30,M,Jeremy,Ford,1984/08/08,MN,Minneapolis,USA,37,S,0,293,A0001,351,C,293000,100-98-7438,divorced,lbrown@yahoo.com,366-840-1101,15,R,P1000087,2036-08-30,Cancelled by policy holder request,33.64,7.4,571.88,88.2,Justin Huff,Spouse,100,14/02/2023 10:19:00
10005599,10048000,2021-06-01,2021/08/30,F,Cynthia,Chang,1951/10/12,TX,Round Rock,USA,69,N,2,307,A0001,399,T,307000,240-58-4117,single,ccrawford@yahoo.com,602-957-2178,15,R,P1003789,2036-08-30,Cancelled due to non payment,38.24,8.41,650.08,100.25,Leah Shaw,Spouse,100,14/02/2023 10:19:00
10005600,10020047,2021-07-22,2021/08/30,F,Aimee,Carr,1951/04/21,WY,Cheyenne,USA,70,S,1,258,A0001,361,T,258000,200-19-8105,married,john34@hotmail.com,560-220-2471,15,R,P1003957,2036-08-30,Cancelled due to non payment,34.6,7.61,588.2,90.65,Amanda Allen,Spouse,100,14/02/2023 10:19:00
10005601,10035954,2021-07-16,2021/08/30,M,Jon,Chavez,2006/02/03,AR,Little Rock,USA,15,N,1,186,A0001,213,C,186000,191-11-9593,divorced,justinreynolds@yahoo.com,690-475-6543,15,R,P1002374,2036-08-30,Cancelled by policy holder request,20.41,4.49,346.97,53.45,Zachary Chung,Son,100,14/02/2023 10:19:00
10005602,10047677,2021-06-07,2021/08/30,M,Kirk,Young,1963/01/14,NC,High Point,USA,58,S,2,404,A0001,565,T,404000,193-06-9709,single,johnlewis@gmail.com,075-969-6771,15,N,P1001228,2036-08-30,,54.15,11.91,920.55,141.83,Brooke Richard,Daughter,100,14/02/2023 10:19:00
10005603,10027489,2021-07-28,2021/08/30,F,Linda,Mills,1973/05/11,DC,Washington,USA,48,S,1,361,A0001,505,C,361000,353-25-1662,single,marcia03@gmail.com,630-629-7318,15,N,P1003773,2036-08-30,Cancelled by policy holder request,48.4,10.65,822.8,126.81,Jennifer Adams,Daughter,100,14/02/2023 10:19:00
10005604,10033225,2021-08-09,2021/08/30,M,Kyle,Ruiz,1949/02/03,IA,Davenport,USA,72,S,2,468,A0001,655,T,468000,270-36-9085,married,rrodriguez@gmail.com,933-691-1152,15,R,P1002905,2036-08-30,Cancelled due to non payment,62.77,13.81,1067.09,164.53,Melissa Jensen,Son,100,14/02/2023 10:19:00
10005605,10035047,2021-06-14,2021/08/30,F,Diana,Nash,1982/09/05,KS,Overland Park,USA,38,S,0,56,A0001,67,T,56000,458-20-0610,divorced,smithalexandra@gmail.com,662-106-4751,15,R,P1003502,2036-08-30,Cancelled due to non payment,6.42,1.41,109.14,16.77,Ronald Gonzalez,Daughter,100,14/02/2023 10:19:00
10005606,10002938,2021-06-04,2021/08/31,F,Judith,Jennings,1969/03/17,ND,Fargo,USA,52,S,1,477,A0001,667,C,477000,096-49-3188,single,davisdaniel@yahoo.com,368-384-0737,15,R,P1000496,2036-08-31,Cancelled by policy holder request,63.92,14.06,1086.64,167.5,Darryl Colon,Son,100,14/02/2023 10:19:00
10005607,10030643,2021-07-17,2021/09/01,F,Katherine,Mcguire,1967/05/26,FL,Jacksonville,USA,54,S,2,77,A0001,107,T,77000,022-11-9441,single,michaellong@hotmail.com,974-443-5607,15,N,P1003109,2036-09-01,,10.25,2.25,174.25,26.89,Sharon Miller,Son,100,14/02/2023 10:19:00
10005608,10038374,2021-07-07,2021/09/02,F,Diana,Mahoney,2001/10/19,WV,Charleston,USA,19,N,0,365,A0001,419,T,365000,611-91-4926,divorced,ucollins@yahoo.com,017-643-7983,15,R,P1002320,2036-09-02,Cancelled due to non payment,40.15,8.83,682.55,105.15,Thomas Craig,Daughter,100,14/02/2023 10:19:00
10005609,10044852,2021-07-03,2021/09/02,M,Howard,Collins,1964/03/26,NE,Lincoln,USA,57,N,0,219,A0001,284,T,219000,333-13-2970,divorced,lindacoffey@gmail.com,957-792-1490,15,N,P1000038,2036-09-02,,27.22,5.99,462.74,71.27,Cynthia Williamson,Daughter,100,14/02/2023 10:19:00
10005610,10049675,2021-06-20,2021/09/02,F,Traci,Rush,1967/08/18,ID,Nampa,USA,54,S,0,266,A0001,372,T,266000,017-04-9090,married,cconley@yahoo.com,131-396-1013,15,N,P1002139,2036-09-02,Cancelled due to non payment,35.65,7.84,606.05,93.44,Vanessa Davila,Spouse,100,14/02/2023 10:19:00
10005611,10026712,2021-08-01,2021/09/02,F,Tina,Thomas,1963/10/21,AK,Anchorage,USA,57,S,2,417,A0001,583,T,417000,372-90-7588,single,halvarado@yahoo.com,501-894-1953,15,N,P1003594,2036-09-02,Cancelled due to non payment,55.87,12.29,949.79,146.37,Taylor Thomas,Spouse,100,14/02/2023 10:19:00
10005612,10026294,2021-08-12,2021/09/02,F,Monica,Jones,2000/03/14,OK,Tulsa,USA,21,N,1,329,A0001,378,T,329000,171-02-2999,divorced,dixondavid@yahoo.com,813-360-9692,15,R,P1002341,2036-09-02,,36.22,7.97,615.74,94.85,Cindy Jacobson,Spouse,100,14/02/2023 10:19:00
10005613,10012771,2021-07-12,2021/09/02,M,Cole,Bentley,1953/01/27,NV,Las Vegas,USA,68,N,2,62,A0001,80,T,62000,354-75-3786,single,linda01@hotmail.com,698-208-6709,15,N,P1002850,2036-09-02,Cancelled due to non payment,7.67,1.69,130.39,20.09,Annette Davis,Daughter,100,14/02/2023 10:19:00
10005614,10028633,2021-07-03,2021/09/02,F,Jamie,Newman,1954/04/08,TX,Austin,USA,67,N,0,468,A0001,608,D,468000,531-26-4345,single,vcarr@yahoo.com,155-218-8588,15,N,P1000937,2036-09-02,Deceased,58.27,12.82,990.59,152.66,Tony Roberts,Son,100,14/02/2023 10:19:00
10005615,10031332,2021-08-31,2021/09/02,M,Joseph,Rodriguez,2006/12/02,OK,Oklahoma City,USA,14,N,1,319,A0001,366,C,319000,710-19-9257,single,gowens@hotmail.com,954-001-1220,15,N,P1002773,2036-09-02,Cancelled by policy holder request,35.07,7.72,596.19,91.88,Jason Gibson,Son,100,14/02/2023 10:19:00
10005616,10024068,2021-08-14,2021/09/02,M,Glen,Taylor,1976/11/29,MA,Boston,USA,44,S,2,186,A0001,223,T,186000,212-26-6715,married,butlertyler@gmail.com,844-948-9346,15,R,P1002263,2036-09-02,Cancelled due to non payment,21.37,4.7,363.29,56.06,Ashley Dyer,Daughter,100,14/02/2023 10:19:00
10005617,10018255,2021-07-31,2021/09/02,F,Sharon,Wright,2007/05/01,WY,Cheyenne,USA,14,S,0,293,A0001,351,T,293000,419-66-1691,single,santiagoapril@yahoo.com,793-434-1484,15,R,P1001281,2036-09-02,Cancelled due to non payment,33.64,7.4,571.88,88.2,Lori Gonzalez,Son,100,14/02/2023 10:19:00
10005618,10014356,2021-06-21,2021/09/02,F,Jennifer,Anderson,2004/08/19,IL,Chicago,USA,17,N,1,265,A0001,304,C,265000,678-68-4587,single,ericjohnson@gmail.com,155-004-6904,15,N,P1002867,2036-09-02,Cancelled by policy holder request,29.13,6.41,495.21,76.33,Karen Morgan,Daughter,100,14/02/2023 10:19:00
10005619,10042165,2021-08-03,2021/09/02,M,Christian,Townsend,1959/04/18,OH,Cleveland,USA,62,S,2,315,A0001,441,T,315000,665-87-6246,divorced,gballard@yahoo.com,169-591-6149,15,N,P1002918,2036-09-02,Cancelled due to non payment,42.26,9.3,718.42,110.74,Kimberly Hinton,Spouse,100,14/02/2023 10:19:00
10005620,10042516,2021-07-24,2021/09/02,M,Tyler,Romero,1980/05/02,NH,Manchester,USA,41,N,0,51,A0001,58,T,51000,432-90-5123,married,mckenziekatelyn@gmail.com,556-638-0974,15,R,P1003754,2036-09-02,Cancelled due to non payment,5.56,1.22,94.52,14.5,Tammy Reyes,Spouse,100,14/02/2023 10:19:00
10005621,10037053,2021-09-01,2021/09/03,F,Kathy,Jackson,1939/06/06,MN,Saint Paul,USA,82,N,0,82,A0001,49,D,82000,336-06-7360,divorced,kim63@gmail.com,345-488-4537,15,N,P1000139,2036-09-03,Deceased,4.7,1.03,79.9,12.31,Brenda Jones,Daughter,100,14/02/2023 10:19:00
10005622,10015671,2021-08-28,2021/09/03,M,Steven,Burton,1957/06/07,DE,Dover,USA,64,S,0,149,A0001,208,D,149000,441-40-8163,divorced,debbieharrison@yahoo.com,674-674-4632,15,R,P1000866,2036-09-03,Deceased,19.93,4.38,338.81,52.22,Joshua Martinez,Daughter,100,14/02/2023 10:19:00
10005623,10020861,2021-07-27,2021/09/03,M,Marc,Moreno,1955/03/03,WA,Spokane,USA,66,S,0,167,A0001,233,D,167000,009-36-5514,single,smithaaron@hotmail.com,653-809-3455,15,R,P1002443,2036-09-03,Deceased,22.33,4.91,379.61,58.51,Jamie Brennan,Son,100,14/02/2023 10:19:00
10005624,10027301,2021-06-14,2021/09/04,M,Tyler,Jones,1949/04/19,IL,Chicago,USA,72,S,2,443,A0001,620,T,443000,002-64-3379,married,kritter@gmail.com,450-329-4887,15,N,P1002594,2036-09-04,Cancelled due to non payment,59.42,13.07,1010.14,155.63,Leslie Williams,Spouse,100,14/02/2023 10:19:00
10005625,10026496,2021-08-19,2021/09/04,F,Rebecca,Weber,1992/07/10,NH,Manchester,USA,29,N,0,452,A0001,519,C,452000,590-95-1329,married,cookjoanna@yahoo.com,245-237-5407,15,N,P1000474,2036-09-04,Cancelled by policy holder request,49.74,10.94,845.58,130.3,Loretta Martin,Son,100,14/02/2023 10:19:00
10005626,10016836,2021-07-16,2021/09/04,M,Eduardo,Yates,1951/06/26,MT,Billings,USA,70,N,0,263,A0001,341,T,263000,706-48-9551,single,timothy96@gmail.com,384-984-3717,15,N,P1001384,2036-09-04,Cancelled due to non payment,32.68,7.19,555.56,85.59,Thomas Chang,Son,100,14/02/2023 10:19:00
10005627,10006031,2021-07-13,2021/09/04,M,Nathan,Lee,2002/08/07,MI,Detroit,USA,19,S,1,354,A0001,424,T,354000,692-93-9752,single,elizabethmarshall@yahoo.com,938-077-3375,15,N,P1000838,2036-09-04,Cancelled due to non payment,40.63,8.94,690.71,106.38,Ryan Miller,Son,100,14/02/2023 10:19:00
10005628,10032035,2021-08-06,2021/09/04,M,James,Fox,1989/06/16,MO,Independence,USA,32,S,2,457,A0001,548,D,457000,367-13-2790,single,richardsonryan@hotmail.com,222-547-1625,15,R,P1000605,2036-09-04,Deceased,52.52,11.55,892.84,137.63,Nancy Brown,Son,100,14/02/2023 10:19:00
10005046,10006343,2021-05-06,2021/06/29,F,Lisa,Cortez,1954/07/22,VT,Montpelier,USA,66,N,1,126,A0001,163,T,126000,815-15-5487,divorced,gmartin@yahoo.com,143-977-6388,15,N,P1003130,2036-06-29,Cancelled due to non payment,15.62,3.44,281.16,43.22,Matthew Owens,Daughter,100,14/02/2023 10:18:59
10005047,10038613,2021-06-05,2021/06/29,M,Leonard,Patterson,1986/09/22,LA,Baton Rouge,USA,34,N,0,235,A0001,270,T,235000,844-72-0407,married,mark74@gmail.com,117-236-6269,15,N,P1003660,2036-06-29,Cancelled due to non payment,25.87,5.69,465.66,71.65,Ronald Rodriguez,Son,100,14/02/2023 10:18:59
10005048,10038232,2021-04-12,2021/06/29,M,Joseph,Joyce,1953/09/16,NY,New York,USA,67,N,1,317,A0001,412,C,317000,090-67-8535,single,tracycervantes@yahoo.com,809-969-9617,15,R,P1000981,2036-06-29,Cancelled by policy holder request,39.48,8.69,710.64,109.33,Lauren Butler,Spouse,100,14/02/2023 10:18:59
10005049,10038617,2021-04-15,2021/06/30,F,Donna,Smith,1991/03/06,WV,Charleston,USA,30,S,0,153,A0001,183,T,153000,812-52-8495,married,oliviacampbell@yahoo.com,886-429-8030,15,N,P1003257,2036-06-30,,17.54,3.86,315.72,48.57,Kathleen Huerta,Son,100,14/02/2023 10:18:59
10005050,10025429,2021-04-09,2021/06/30,F,Brandy,Long,1980/10/09,DC,Washington,USA,40,S,1,342,A0001,410,D,342000,701-49-9921,married,hernandezmichele@gmail.com,620-882-5325,15,N,P1002774,2036-06-30,Deceased,39.29,8.64,707.22,108.77,Yolanda Johnston,Son,100,14/02/2023 10:18:59
10005051,10004824,2021-06-01,2021/07/01,M,Daniel,Anderson,1967/03/10,WI,Madison,USA,54,S,1,193,A0001,270,D,193000,156-02-4476,single,karensanders@yahoo.com,107-728-4205,15,N,P1002327,2036-07-01,Deceased,25.87,5.69,465.66,71.65,Christopher Wells,Spouse,100,14/02/2023 10:18:59
10005052,10024744,2021-06-30,2021/07/01,M,Tony,Campbell,1970/04/06,TN,Nashville,USA,51,N,1,397,A0001,516,T,397000,343-44-9564,married,delacruztyler@yahoo.com,385-274-8475,15,R,P1001874,2036-07-01,,49.45,10.88,890.1,137.02,Gregory Jones,Daughter,100,14/02/2023 10:18:59
10005053,10019644,2021-05-27,2021/07/01,F,Brittany,Cowan,1957/01/12,MS,Jackson,USA,64,N,1,89,A0001,115,T,89000,790-63-4025,single,edonovan@gmail.com,956-330-0699,15,R,P1002102,2036-07-01,,11.02,2.42,198.36,30.47,Nathaniel Jackson,Spouse,100,14/02/2023 10:18:59
10005054,10032513,2021-06-29,2021/07/01,F,Melissa,Mclaughlin,1978/02/26,OH,Columbus,USA,43,N,2,104,A0001,119,C,104000,183-97-1766,single,laurasilva@gmail.com,426-358-2724,15,R,P1002965,2036-07-01,Cancelled by policy holder request,11.4,2.51,205.2,31.58,Brenda Mason,Son,100,14/02/2023 10:18:59
10005055,10015991,2021-06-25,2021/07/01,M,Stephen,Mills,1971/07/02,AL,Montgomery,USA,49,N,1,462,A0001,600,T,462000,747-48-4064,single,judy82@yahoo.com,919-243-8499,15,R,P1001992,2036-07-01,,57.5,12.65,1035.0,159.28,Misty Valdez,Daughter,100,14/02/2023 10:18:59
10005056,10006458,2021-05-13,2021/07/01,M,Tony,Brown,1942/04/18,MT,Billings,USA,79,N,0,89,A0001,115,C,89000,454-28-4419,single,daviddavis@gmail.com,296-390-8897,15,R,P1002744,2036-07-01,Cancelled by policy holder request,11.02,2.42,198.36,30.47,Tyler Pittman,Spouse,100,14/02/2023 10:18:59
10005057,10034172,2021-04-07,2021/07/01,F,Joan,Reynolds,1942/05/10,KS,Topeka,USA,79,N,0,297,A0001,386,T,297000,151-60-7846,single,simpsonshannon@yahoo.com,775-569-1957,15,R,P1003071,2036-07-01,Cancelled due to non payment,36.99,8.14,665.82,102.49,Patricia Collier,Spouse,100,14/02/2023 10:18:59
10005058,10002018,2021-05-13,2021/07/01,M,Jesse,Jensen,1967/12/27,WI,Milwaukee,USA,53,N,0,238,A0001,309,D,238000,683-46-1101,single,gregory46@yahoo.com,390-939-9628,15,R,P1001730,2036-07-01,Deceased,29.61,6.51,532.98,81.99,Kristy Hart,Daughter,100,14/02/2023 10:18:59
10005059,10046775,2021-04-10,2021/07/01,F,Madeline,Santos,1972/05/16,MI,Grand Rapids,USA,49,N,0,496,A0001,644,T,496000,690-84-6832,single,moralesbrian@yahoo.com,805-136-2155,15,R,P1002681,2036-07-01,Cancelled due to non payment,61.72,13.58,1110.96,171.0,Shannon Klein,Son,100,14/02/2023 10:18:59
