claimno,policyid,firstname,lastname,claimsreporteddate,policyeffectivedate,claimstatus,claimdescription,adjudicationstatus,adjudicationdescription,EOBgenerated,claimamount,paidamount,adjudicationdate,paymentdate,beneficiaryname,beneficiaryrelationship,beneficiarypct,checkno,lastupdated
10001605,10005838,Steven,Schmidt,10/03/2021,2021/09/29,A,Adjudicated,,,N,452000,,10/25/2021,,Christine Randall,Son,100,,14/02/2023 10:26:20
10001606,10005842,Jacob,Wallace,10/03/2021,2021/09/29,A,Adjudicated,,,Y,177000,,10/08/2021,,Bonnie Lawson,Spouse,100,,14/02/2023 10:26:20
10001607,10005845,Phillip,Greer,10/03/2021,2021/09/29,A,Adjudicated,,,N,250000,,10/22/2021,,Nicole Jenkins,Daughter,100,,14/02/2023 10:26:20
10001608,10005855,Nicole,Pruitt,10/03/2021,2021/10/01,R,Received,,,Y,85000,,,,Brian Miller,Daughter,100,,14/02/2023 10:26:20
10001609,10005856,Gregory,Moore,10/03/2021,2021/10/01,I,Inprogress,BN,Beneficiary Not Found,Y,230000,,,,Christopher Miller,Son,100,,14/02/2023 10:26:20
10001610,10005858,Edward,Sullivan,10/03/2021,2021/10/01,P,Paid,,,Y,214000,214000,,11/06/2021,Kyle Walker,Spouse,100,1001001,14/02/2023 10:26:20
10001611,10005860,James,Navarro,10/03/2021,2021/10/01,R,Received,,,Y,310000,,,,Jennifer Andersen,Daughter,100,,14/02/2023 10:26:20
10001612,10005861,Francisco,Brewer,10/03/2021,2021/10/01,I,Inprogress,DP,Document in Process,Y,68000,,,,Katherine Lindsey,Son,100,,14/02/2023 10:26:20
10001613,10005865,Angela,Stephenson,10/03/2021,2021/10/01,P,Paid,,,N,278000,278000,,10/29/2021,Gerald Perez,Daughter,100,1001001,14/02/2023 10:26:20
10001614,10005304,Christine,Miller,10/03/2021,2021/07/28,I,Inprogress,BN,Beneficiary Not Found,N,132000,,,,Johnathan Donaldson,Spouse,100,,14/02/2023 10:26:20
10001615,10005408,Kelly,Simmons,10/03/2021,2021/08/10,R,Received,,,N,155000,,,,Sean Hoover,Son,100,,14/02/2023 10:26:20
10001616,10005462,Jeffrey,Dean,10/03/2021,2021/08/14,P,Paid,,,Y,96000,96000,,10/15/2021,Dr. Chad Ward,Spouse,100,1001001,14/02/2023 10:26:20
10001617,10005495,Catherine,Rice,10/03/2021,2021/08/17,A,Adjudicated,,,Y,142000,,10/21/2021,,Michael Brown,Son,100,,14/02/2023 10:26:20
10001618,10005547,Eric,Huang,10/03/2021,2021/08/22,R,Received,,,Y,417000,,,,Brianna Smith,Daughter,100,,14/02/2023 10:26:20
10001619,10005560,Jason,Sutton,10/03/2021,2021/08/25,A,Adjudicated,,,N,377000,,10/11/2021,,Stacy Ball,Daughter,100,,14/02/2023 10:26:20
10001620,10005563,Jessica,Campbell,10/03/2021,2021/08/25,A,Adjudicated,,,Y,58000,,10/31/2021,,Shari Johnson,Son,100,,14/02/2023 10:26:20
10001621,10005622,Steven,Burton,10/03/2021,2021/09/03,A,Adjudicated,,,Y,149000,,10/27/2021,,Joshua Martinez,Daughter,100,,14/02/2023 10:26:20
10001622,10005071,Yesenia,Wilcox,10/03/2021,2021/07/04,R,Received,,,Y,183000,,,,Keith Booker,Son,100,,14/02/2023 10:26:20
10001623,10005095,Kimberly,Butler,10/03/2021,2021/07/07,R,Received,,,Y,265000,,,,Cynthia Jones,Son,100,,14/02/2023 10:26:20
10001624,10005158,Melissa,King,10/03/2021,2021/07/15,R,Received,,,Y,435000,,,,Tamara Escobar,Daughter,100,,14/02/2023 10:26:20
10001625,10005160,Andrew,Stewart,10/03/2021,2021/07/15,A,Adjudicated,,,N,82000,,10/09/2021,,Julia Sanchez,Son,100,,14/02/2023 10:26:20
10001626,10005170,John,Evans,10/03/2021,2021/07/16,A,Adjudicated,,,N,200000,,10/09/2021,,Meredith Peterson,Daughter,100,,14/02/2023 10:26:20
10001627,10005183,Elizabeth,Sims,10/03/2021,2021/07/18,R,Received,,,Y,447000,,,,Michael Estrada,Son,100,,14/02/2023 10:26:20
10001628,10004807,Sarah,Hill,10/03/2021,2021/06/02,P,Paid,,,Y,452000,452000,,10/23/2021,Luis Lewis,Spouse,100,1001001,14/02/2023 10:26:20
10001629,10004870,Raymond,Murray,10/03/2021,2021/06/12,R,Received,,,Y,392000,,,,Andrew Chung,Daughter,100,,14/02/2023 10:26:20
10001630,10004992,Jessica,Stephens,10/03/2021,2021/06/28,R,Received,,,Y,148000,,,,Cameron Parks,Son,100,,14/02/2023 10:26:20
10001631,10005035,Jordan,Perry,10/03/2021,2021/07/03,I,Inprogress,PL,Policy Lapsed,N,248000,,,,Anthony Duncan,Son,100,,14/02/2023 10:26:20
10001632,10005872,Emily,Dominguez,10/31/2021,2021/09/27,R,Received,,,Y,112000,,,,Shane Wall,Daughter,100,,14/02/2023 10:26:20
10001633,10005879,Raymond,Collins,10/31/2021,2021/09/27,R,Received,,,N,398000,,,,Angela Galvan,Son,100,,14/02/2023 10:26:20
10001634,10005880,Ralph,Miller,10/31/2021,2021/09/27,R,Received,,,N,177000,,,,David Bruce,Daughter,100,,14/02/2023 10:26:20
10001635,10005890,Jessica,Bryant,10/31/2021,2021/09/29,R,Received,,,Y,92000,,,,Michelle Jones,Daughter,100,,14/02/2023 10:26:20
10001636,10005896,Robin,Hines,10/31/2021,2021/09/30,A,Adjudicated,,,Y,260000,,11/13/2021,,Chad King,Spouse,100,,14/02/2023 10:26:20
10001637,10005900,Heather,Robertson,10/31/2021,2021/09/30,I,Inprogress,BN,Beneficiary Not Found,Y,400000,,,,Cheryl Davis,Son,100,,14/02/2023 10:26:20
10001638,10005907,Deborah,Bradley,10/31/2021,2021/10/01,P,Paid,,,N,294000,294000,,11/12/2021,Adam Wilson,Spouse,100,1001001,14/02/2023 10:26:20
10001639,10005911,Heather,Harris,10/31/2021,2021/10/01,R,Received,,,Y,62000,,,,Shane Brown,Daughter,100,,14/02/2023 10:26:20
10001640,10005914,Todd,Graves,10/31/2021,2021/10/02,A,Adjudicated,,,N,140000,,11/06/2021,,Amber Massey,Spouse,100,,14/02/2023 10:26:20
10001641,10005917,Kimberly,Salinas,10/31/2021,2021/10/02,P,Paid,,,Y,305000,305000,,11/16/2021,Benjamin Perez,Daughter,100,1001001,14/02/2023 10:26:20
10001642,10005920,Craig,Mckinney,10/31/2021,2021/10/02,R,Received,,,Y,472000,,,,Karen Haynes,Daughter,100,,14/02/2023 10:26:20
10001643,10005931,Dawn,Weaver,10/31/2021,2021/10/03,P,Paid,,,Y,105000,105000,,11/10/2021,Michael Cantrell,Son,100,1001001,14/02/2023 10:26:20
10001644,10005943,Michael,Allen,10/31/2021,2021/10/04,I,Inprogress,PL,Policy Lapsed,N,458000,,,,William Cooper,Spouse,100,,14/02/2023 10:26:20
10001645,10005944,Joshua,Kent,10/31/2021,2021/10/05,P,Paid,,,Y,188000,188000,,11/22/2021,Jamie Jackson,Daughter,100,1001001,14/02/2023 10:26:20
10001646,10005950,Frank,Pollard,10/31/2021,2021/10/06,P,Paid,,,N,466000,466000,,11/24/2021,Victor Anderson,Daughter,100,1001001,14/02/2023 10:26:20
10001647,10005958,Larry,Payne,10/31/2021,2021/10/07,A,Adjudicated,,,N,417000,,11/16/2021,,Spencer Merritt,Daughter,100,,14/02/2023 10:26:20
10001648,10005963,Amber,Fitzgerald,10/31/2021,2021/10/07,P,Paid,,,Y,114000,114000,,11/23/2021,Sandra Baird,Spouse,100,1001001,14/02/2023 10:26:20
10001649,10005965,Randy,Henry,10/31/2021,2021/10/08,I,Inprogress,BN,Beneficiary Not Found,Y,187000,,,,Mr. Michael Holland DDS,Son,100,,14/02/2023 10:26:20
10001650,10005970,Phyllis,Gomez,10/31/2021,2021/10/08,R,Received,,,Y,57000,,,,Kim Bennett,Son,100,,14/02/2023 10:26:20
10001651,10005974,Christina,Ramirez,10/31/2021,2021/10/08,P,Paid,,,Y,393000,393000,,11/28/2021,Christopher Berg,Daughter,100,1001001,14/02/2023 10:26:20
10001652,10005979,Bryan,Barajas,10/31/2021,2021/10/09,R,Received,,,N,104000,,,,Bobby Mcdonald,Spouse,100,,14/02/2023 10:26:20
10001653,10005983,Terry,Fletcher,10/31/2021,2021/10/09,A,Adjudicated,,,N,108000,,11/09/2021,,Whitney Foster,Daughter,100,,14/02/2023 10:26:20
10001654,10005989,Christopher,Gutierrez,10/31/2021,2021/10/10,A,Adjudicated,,,N,78000,,11/10/2021,,Kathy Sawyer,Spouse,100,,14/02/2023 10:26:20
10001655,10005994,William,Hall,10/31/2021,2021/10/10,I,Inprogress,BN,Beneficiary Not Found,N,346000,,,,Danielle Dixon,Daughter,100,,14/02/2023 10:26:20
10001656,10005996,Miranda,Stanley,10/31/2021,2021/10/10,R,Received,,,N,495000,,,,Kelly Carter,Son,100,,14/02/2023 10:26:20
10001657,10005998,Joseph,Sullivan,10/31/2021,2021/10/10,P,Paid,,,Y,432000,432000,,11/20/2021,Michael Garcia,Spouse,100,1001001,14/02/2023 10:26:20
10001658,10006002,Samantha,Baird,10/31/2021,2021/10/11,I,Inprogress,DP,Document in Process,Y,136000,,,,Amber Butler,Spouse,100,,14/02/2023 10:26:20
10001659,10006027,Susan,Ballard,10/31/2021,2021/10/14,P,Paid,,,Y,236000,236000,,11/08/2021,Melissa Rhodes,Daughter,100,1001001,14/02/2023 10:26:20
10001660,10006028,Ashley,Skinner,10/31/2021,2021/10/14,P,Paid,,,N,99000,99000,,11/29/2021,Jennifer Smith,Son,100,1001001,14/02/2023 10:26:20
10001661,10006036,Tiffany,Smith,10/31/2021,2021/10/14,A,Adjudicated,,,Y,290000,,11/23/2021,,Martha Ward,Spouse,100,,14/02/2023 10:26:20
10001662,10006042,Jennifer,Harmon,10/31/2021,2021/10/15,A,Adjudicated,,,N,81000,,11/25/2021,,Frank Willis,Son,100,,14/02/2023 10:26:20
10001663,10006051,Nicole,Mcmillan,10/31/2021,2021/10/16,P,Paid,,,N,390000,390000,,11/25/2021,Mindy Martinez,Daughter,100,1001001,14/02/2023 10:26:20
10001664,10006068,Amanda,Turner,10/31/2021,2021/10/18,A,Adjudicated,,,N,488000,,11/25/2021,,Jordan Duke,Daughter,100,,14/02/2023 10:26:20
10001665,10006072,Gabriel,Hansen,10/31/2021,2021/10/18,R,Received,,,N,169000,,,,Cheryl Hines,Spouse,100,,14/02/2023 10:26:20
10001666,10006077,Brandi,Lopez,10/31/2021,2021/10/19,P,Paid,,,Y,406000,406000,,11/16/2021,Mathew Hansen,Daughter,100,1001001,14/02/2023 10:26:20
10001667,10006078,Michael,Savage,10/31/2021,2021/10/19,R,Received,,,N,100000,,,,Dawn Odom,Daughter,100,,14/02/2023 10:26:20
10001668,10006084,Richard,Clark,10/31/2021,2021/10/19,P,Paid,,,N,421000,421000,,11/10/2021,Ashley Huff,Son,100,1001001,14/02/2023 10:26:20
10001669,10006086,Christopher,Gibson,10/31/2021,2021/10/20,R,Received,,,N,455000,,,,Sue Taylor,Daughter,100,,14/02/2023 10:26:20
10001670,10006090,Kevin,Christian,10/31/2021,2021/10/21,A,Adjudicated,,,Y,76000,,11/23/2021,,Terry Greene,Son,100,,14/02/2023 10:26:20
10001671,10006093,Mark,Whitaker,10/31/2021,2021/10/21,P,Paid,,,N,432000,432000,,11/11/2021,James Gallagher,Son,100,1001001,14/02/2023 10:26:20
10001672,10006096,Steven,Bennett,10/31/2021,2021/10/21,I,Inprogress,DP,Document in Process,N,345000,,,,Marcus Sanchez,Daughter,100,,14/02/2023 10:26:20
10001673,10006106,Amanda,Donaldson,10/31/2021,2021/10/23,A,Adjudicated,,,Y,97000,,11/17/2021,,John Harris,Son,100,,14/02/2023 10:26:20
10001674,10006126,Robert,Hawkins,10/31/2021,2021/10/26,P,Paid,,,N,483000,483000,,11/14/2021,Clayton Jensen,Son,100,1001001,14/02/2023 10:26:20
10001675,10006129,Rebecca,Fitzgerald,10/31/2021,2021/10/26,R,Received,,,Y,131000,,,,Robert Estes,Spouse,100,,14/02/2023 10:26:20
10001676,10006133,Jennifer,Walker,10/31/2021,2021/10/27,A,Adjudicated,,,N,493000,,11/14/2021,,Ernest Leblanc,Daughter,100,,14/02/2023 10:26:20
10001677,10006141,Sarah,Salazar,10/31/2021,2021/10/28,R,Received,,,Y,274000,,,,Tony Ayers,Daughter,100,,14/02/2023 10:26:20
10001678,10006150,Morgan,Burns,10/31/2021,2021/10/29,I,Inprogress,FI,Fraud Investigation In Progress,Y,443000,,,,Amy Alexander,Son,100,,14/02/2023 10:26:20
10001679,10006152,Tonya,Obrien,10/31/2021,2021/10/29,P,Paid,,,N,318000,318000,,11/12/2021,Kari Mcknight,Son,100,1001001,14/02/2023 10:26:20
10001680,10006154,Courtney,Duran,10/31/2021,2021/10/29,A,Adjudicated,,,Y,202000,,11/12/2021,,Lynn Durham,Spouse,100,,14/02/2023 10:26:20
10001681,10006155,Melissa,Perez,10/31/2021,2021/10/30,A,Adjudicated,,,N,128000,,11/16/2021,,Beth Montgomery,Daughter,100,,14/02/2023 10:26:20
10001682,10006156,Amy,Schultz,10/31/2021,2021/10/30,P,Paid,,,Y,465000,465000,,11/20/2021,Ian Andrews,Daughter,100,1001001,14/02/2023 10:26:20
10001683,10006170,Michelle,Underwood,10/31/2021,2021/10/31,P,Paid,,,N,359000,359000,,12/03/2021,Stephanie Bauer,Spouse,100,1001001,14/02/2023 10:26:20
10001684,10006174,David,Payne,10/31/2021,2021/10/31,P,Paid,,,Y,160000,160000,,11/19/2021,Shawn Taylor,Spouse,100,1001001,14/02/2023 10:26:20
10001685,10006179,John,Stanton,10/31/2021,2021/10/31,P,Paid,,,Y,175000,175000,,11/30/2021,Aaron Weber,Son,100,1001001,14/02/2023 10:26:20
10001686,10005649,Jessica,Hardin,10/31/2021,2021/09/01,I,Inprogress,RA,Requirement Awaited,N,219000,,,,Roberto Mcdonald PhD,Son,100,,14/02/2023 10:26:20
10001687,10005669,John,Maldonado,10/31/2021,2021/09/03,A,Adjudicated,,,Y,264000,,11/25/2021,,Kenneth Arnold,Son,100,,14/02/2023 10:26:20
10001688,10005699,Anthony,Wagner,10/31/2021,2021/09/08,R,Received,,,N,383000,,,,John Brewer,Spouse,100,,14/02/2023 10:26:20
10001689,10005723,Deborah,Carroll,10/31/2021,2021/09/11,A,Adjudicated,,,N,232000,,11/22/2021,,Wendy Bailey,Daughter,100,,14/02/2023 10:26:20
10001690,10005747,Stephanie,Rocha,10/31/2021,2021/09/15,R,Received,,,Y,208000,,,,Sherry King,Spouse,100,,14/02/2023 10:26:20
10001691,10005759,Daniel,Smith,10/31/2021,2021/09/18,R,Received,,,N,162000,,,,April Brown,Son,100,,14/02/2023 10:26:20
10001692,10005784,Mark,Richardson,10/31/2021,2021/09/20,P,Paid,,,N,352000,352000,,11/30/2021,April Rich,Spouse,100,1001001,14/02/2023 10:26:20
10001693,10005837,Robert,Brown,10/31/2021,2021/09/29,I,Inprogress,PL,Policy Lapsed,N,314000,,,,Timothy Ochoa,Spouse,100,,14/02/2023 10:26:20
10001694,10005869,Sheryl,Myers,10/31/2021,2021/10/03,I,Inprogress,PL,Policy Lapsed,Y,96000,,,,Amy Reynolds,Son,100,,14/02/2023 10:26:20
10001695,10005296,Timothy,Wagner,10/31/2021,2021/07/27,I,Inprogress,DP,Document in Process,Y,406000,,,,Joseph Carter,Spouse,100,,14/02/2023 10:26:20
10001696,10005334,Tonya,Fischer,10/31/2021,2021/07/30,A,Adjudicated,,,N,377000,,11/16/2021,,Kevin Allen,Daughter,100,,14/02/2023 10:26:20
10001697,10005402,Amy,Baker,10/31/2021,2021/08/08,I,Inprogress,RA,Requirement Awaited,Y,336000,,,,Chloe Williams,Daughter,100,,14/02/2023 10:26:20
10001698,10005424,Lauren,Garcia,10/31/2021,2021/08/11,P,Paid,,,Y,233000,233000,,11/18/2021,Thomas Allen,Spouse,100,1001001,14/02/2023 10:26:20
10001699,10005426,Lauren,Mitchell,10/31/2021,2021/08/11,R,Received,,,N,367000,,,,Randall Bishop,Spouse,100,,14/02/2023 10:26:20
10001700,10005434,Rachel,Barrera,10/31/2021,2021/08/12,A,Adjudicated,,,Y,435000,,11/23/2021,,Kara Gonzales,Spouse,100,,14/02/2023 10:26:20
10001701,10005451,Zachary,Boone,10/31/2021,2021/08/13,R,Received,,,Y,267000,,,,Jonathan Garcia MD,Spouse,100,,14/02/2023 10:26:20
10001702,10005475,Isaac,Pierce,10/31/2021,2021/08/15,R,Received,,,N,278000,,,,Kenneth Ramos,Spouse,100,,14/02/2023 10:26:20
10001703,10005492,Sara,Browning,10/31/2021,2021/08/16,I,Inprogress,RA,Requirement Awaited,Y,444000,,,,Glenda Anderson,Daughter,100,,14/02/2023 10:26:20
10001704,10005508,Danielle,Sullivan,10/31/2021,2021/08/18,I,Inprogress,BN,Beneficiary Not Found,Y,385000,,,,Lynn Rice,Son,100,,14/02/2023 10:26:20
10001705,10005538,Amy,Cooper,10/31/2021,2021/08/20,R,Received,,,Y,323000,,,,Angela Huff,Spouse,100,,14/02/2023 10:26:20
10001706,10005623,Marc,Moreno,10/31/2021,2021/09/03,R,Received,,,Y,167000,,,,Jamie Brennan,Son,100,,14/02/2023 10:26:20
10001707,10005154,Dana,Smith,10/31/2021,2021/07/15,A,Adjudicated,,,N,329000,,11/11/2021,,Michelle Robertson,Daughter,100,,14/02/2023 10:26:20
10001708,10005200,Sarah,Santana,10/31/2021,2021/07/21,I,Inprogress,DP,Document in Process,N,117000,,,,Alyssa Frank,Daughter,100,,14/02/2023 10:26:20
10001709,10005217,Diana,Chase,10/31/2021,2021/07/23,A,Adjudicated,,,N,275000,,11/25/2021,,Frank Rivera,Spouse,100,,14/02/2023 10:26:20
10001710,10005274,David,Miller,10/31/2021,2021/07/31,R,Received,,,N,146000,,,,Amanda Logan,Daughter,100,,14/02/2023 10:26:20
10001711,10004994,Joshua,Jordan,10/31/2021,2021/06/28,I,Inprogress,FI,Fraud Investigation In Progress,N,236000,,,,Stephen Heath,Spouse,100,,14/02/2023 10:26:20
10001712,10005017,Nicole,Terrell,10/31/2021,2021/07/01,R,Received,,,Y,471000,,,,Kelly Hunter,Spouse,100,,14/02/2023 10:26:20
10001713,10006196,Raven,Goodman,12/05/2021,2021/11/03,A,Adjudicated,,,N,84000,,01/02/2022,,Cassandra Rubio,Daughter,100,,14/02/2023 10:26:20
10001714,10006198,Andrea,Singh,12/05/2021,2021/11/03,A,Adjudicated,,,N,337000,,12/30/2021,,Robert Short,Son,100,,14/02/2023 10:26:20
10001715,10006213,Sherry,Miranda,12/05/2021,2021/11/04,I,Inprogress,BN,Beneficiary Not Found,Y,478000,,,,Sydney Carter,Spouse,100,,14/02/2023 10:26:20
10001716,10006221,Ryan,Hill,12/05/2021,2021/11/05,R,Received,,,Y,94000,,,,Jeffrey Jones,Daughter,100,,14/02/2023 10:26:20
10001717,10006227,Monica,Ruiz,12/05/2021,2021/11/06,A,Adjudicated,,,N,455000,,12/28/2021,,Lisa Hamilton,Spouse,100,,14/02/2023 10:26:20
10001718,10006229,Tracy,Chase,12/05/2021,2021/11/06,I,Inprogress,PL,Policy Lapsed,Y,288000,,,,Michele Marks,Son,100,,14/02/2023 10:26:20
10001719,10006236,Rebecca,Holland,12/05/2021,2021/11/06,A,Adjudicated,,,Y,113000,,12/27/2021,,Darrell Jones,Daughter,100,,14/02/2023 10:26:20
10001720,10006237,Rachael,Shields,12/05/2021,2021/11/06,P,Paid,,,N,306000,306000,,12/29/2021,Jacqueline Miller,Son,100,1001001,14/02/2023 10:26:20
10001721,10006241,Angela,Potts,12/05/2021,2021/11/07,R,Received,,,N,372000,,,,William Saunders,Son,100,,14/02/2023 10:26:20
10001722,10006242,Daniel,Rice,12/05/2021,2021/11/07,A,Adjudicated,,,N,424000,,01/02/2022,,Derek Rivera,Spouse,100,,14/02/2023 10:26:20
10001723,10006246,David,Montgomery,12/05/2021,2021/11/07,I,Inprogress,DP,Document in Process,N,462000,,,,Matthew Skinner,Spouse,100,,14/02/2023 10:26:20
10001724,10006248,Michael,Miles,12/05/2021,2021/11/07,A,Adjudicated,,,Y,267000,,12/13/2021,,Joshua Morrison,Daughter,100,,14/02/2023 10:26:20
10001725,10006253,Eric,Moreno,12/05/2021,2021/11/08,A,Adjudicated,,,N,438000,,12/19/2021,,April White,Spouse,100,,14/02/2023 10:26:20
10001726,10006256,Henry,Mcdonald,12/05/2021,2021/11/08,I,Inprogress,BN,Beneficiary Not Found,N,261000,,,,Steven Duffy,Son,100,,14/02/2023 10:26:20
10001727,10006259,Justin,Johnson,12/05/2021,2021/11/08,P,Paid,,,Y,201000,201000,,12/24/2021,Juan Collins,Son,100,1001001,14/02/2023 10:26:20
10001728,10006261,Brian,Barrera,12/05/2021,2021/11/08,A,Adjudicated,,,Y,397000,,12/27/2021,,Kyle Yoder,Spouse,100,,14/02/2023 10:26:20
10001729,10006264,Laura,Stanton,12/05/2021,2021/11/09,I,Inprogress,DP,Document in Process,N,82000,,,,Alyssa Rivas,Spouse,100,,14/02/2023 10:26:20
10001730,10006266,Adam,Holden,12/05/2021,2021/11/10,I,Inprogress,FI,Fraud Investigation In Progress,N,375000,,,,Chad Jordan,Spouse,100,,14/02/2023 10:26:20
10001731,10006267,Ann,Lewis,12/05/2021,2021/11/10,I,Inprogress,BN,Beneficiary Not Found,N,231000,,,,Jordan Cunningham,Spouse,100,,14/02/2023 10:26:20
10001732,10006287,Vanessa,Gilbert,12/05/2021,2021/11/13,P,Paid,,,N,365000,365000,,01/09/2022,Sean Lopez,Son,100,1001001,14/02/2023 10:26:20
10001733,10006293,Kevin,Sanchez,12/05/2021,2021/11/13,A,Adjudicated,,,N,263000,,12/26/2021,,Pamela Mitchell,Son,100,,14/02/2023 10:26:20
10001734,10006299,Elijah,Carrillo,12/05/2021,2021/11/14,A,Adjudicated,,,N,79000,,12/30/2021,,Lindsey Clark,Daughter,100,,14/02/2023 10:26:20
10001735,10006303,Charles,Wood,12/05/2021,2021/11/15,R,Received,,,N,467000,,,,Carly Carlson,Son,100,,14/02/2023 10:26:20
10001736,10006305,Katherine,Huff,12/05/2021,2021/11/15,A,Adjudicated,,,Y,204000,,12/27/2021,,Adam Swanson,Spouse,100,,14/02/2023 10:26:20
10001737,10006307,Theresa,Johnson,12/05/2021,2021/11/15,R,Received,,,Y,59000,,,,Elizabeth Ward,Daughter,100,,14/02/2023 10:26:20
10001738,10006309,Stacey,Bradshaw,12/05/2021,2021/11/15,A,Adjudicated,,,Y,153000,,01/02/2022,,Melinda Jones,Daughter,100,,14/02/2023 10:26:20
10001739,10006313,Jessica,Smith,12/05/2021,2021/11/15,P,Paid,,,N,150000,150000,,12/19/2021,Michael Bennett,Spouse,100,1001001,14/02/2023 10:26:20
10001740,10006317,Angela,Nguyen,12/05/2021,2021/11/16,A,Adjudicated,,,Y,329000,,01/01/2022,,Julie Cox,Spouse,100,,14/02/2023 10:26:20
10001741,10006321,Bryce,Romero,12/05/2021,2021/11/16,R,Received,,,N,123000,,,,Terry Sullivan,Daughter,100,,14/02/2023 10:26:20
10001742,10006325,Zachary,Gill,12/05/2021,2021/11/18,A,Adjudicated,,,N,442000,,12/20/2021,,Felicia Adams,Spouse,100,,14/02/2023 10:26:20
10001743,10006326,Debra,Shields,12/05/2021,2021/11/18,A,Adjudicated,,,Y,214000,,12/28/2021,,Gloria Quinn,Spouse,100,,14/02/2023 10:26:20
10001744,10006328,James,Clayton,12/05/2021,2021/11/18,I,Inprogress,DP,Document in Process,Y,67000,,,,Christy Hill,Daughter,100,,14/02/2023 10:26:20
10001745,10006331,Mary,Garza,12/05/2021,2021/11/18,A,Adjudicated,,,Y,307000,,01/04/2022,,Misty Booth,Spouse,100,,14/02/2023 10:26:20
10001746,10006335,Brian,Sanchez,12/05/2021,2021/11/18,P,Paid,,,Y,386000,386000,,12/24/2021,Katherine Jackson,Son,100,1001001,14/02/2023 10:26:20
10001747,10006337,Thomas,Rhodes,12/05/2021,2021/11/19,A,Adjudicated,,,Y,339000,,12/18/2021,,Diana Brown,Daughter,100,,14/02/2023 10:26:20
10001748,10006344,Angela,Morgan,12/05/2021,2021/11/20,R,Received,,,Y,77000,,,,Anthony Garcia,Son,100,,14/02/2023 10:26:20
10001749,10006348,Karen,Hicks,12/05/2021,2021/11/20,I,Inprogress,PL,Policy Lapsed,Y,156000,,,,Jason Snyder,Daughter,100,,14/02/2023 10:26:20
10001750,10006350,Sarah,Russell,12/05/2021,2021/11/20,R,Received,,,N,328000,,,,Roger Perez,Son,100,,14/02/2023 10:26:20
10001751,10006355,Scott,Rodriguez,12/05/2021,2021/11/21,P,Paid,,,N,282000,282000,,12/31/2021,Peggy Boyd,Spouse,100,1001001,14/02/2023 10:26:20
10001752,10006361,Alexis,Hernandez,12/05/2021,2021/11/21,R,Received,,,N,355000,,,,Jenna James MD,Son,100,,14/02/2023 10:26:20
10001753,10006362,Sharon,Dillon,12/05/2021,2021/11/21,A,Adjudicated,,,N,398000,,12/13/2021,,Jennifer Porter,Son,100,,14/02/2023 10:26:20
10001754,10006364,Bruce,Holloway,12/05/2021,2021/11/22,P,Paid,,,Y,108000,108000,,12/20/2021,Jennifer Harris,Spouse,100,1001001,14/02/2023 10:26:20
10001755,10006369,Walter,Jones,12/05/2021,2021/11/22,P,Paid,,,Y,113000,113000,,12/22/2021,Xavier Valenzuela,Daughter,100,1001001,14/02/2023 10:26:20
10001756,10006379,Jennifer,Pearson,12/05/2021,2021/11/24,I,Inprogress,BN,Beneficiary Not Found,N,160000,,,,Tina Garcia,Daughter,100,,14/02/2023 10:26:20
10001757,10006385,Thomas,Craig,12/05/2021,2021/11/25,P,Paid,,,N,129000,129000,,12/24/2021,Dana Ortiz,Spouse,100,1001001,14/02/2023 10:26:20
10001758,10006390,Paula,Boyer,12/05/2021,2021/11/26,A,Adjudicated,,,Y,481000,,01/03/2022,,Mrs. Wendy Dorsey,Daughter,100,,14/02/2023 10:26:20
10001759,10006394,Angela,Green,12/05/2021,2021/11/26,R,Received,,,Y,133000,,,,Taylor Taylor,Son,100,,14/02/2023 10:26:20
10001760,10006395,Joel,Stone,12/05/2021,2021/11/26,P,Paid,,,Y,496000,496000,,12/18/2021,Maria Eaton,Spouse,100,1001001,14/02/2023 10:26:20
10001761,10006400,Hannah,Underwood,12/05/2021,2021/11/26,I,Inprogress,FI,Fraud Investigation In Progress,Y,481000,,,,Chelsea Ford,Spouse,100,,14/02/2023 10:26:20
10001762,10006405,Omar,Hill,12/05/2021,2021/11/27,I,Inprogress,BN,Beneficiary Not Found,N,230000,,,,Willie Brooks,Son,100,,14/02/2023 10:26:20
10001763,10006407,Sarah,Harvey,12/05/2021,2021/11/27,I,Inprogress,FI,Fraud Investigation In Progress,Y,71000,,,,William Powell,Daughter,100,,14/02/2023 10:26:20
10001764,10006412,Beth,Smith,12/05/2021,2021/11/27,I,Inprogress,RA,Requirement Awaited,N,420000,,,,Robert Mcmillan,Son,100,,14/02/2023 10:26:20
10001765,10006414,Jacob,Riddle,12/05/2021,2021/11/27,A,Adjudicated,,,Y,385000,,01/03/2022,,Angie Matthews,Son,100,,14/02/2023 10:26:20
10001766,10006420,Jessica,Simmons,12/05/2021,2021/11/29,R,Received,,,Y,56000,,,,Melissa Williams,Son,100,,14/02/2023 10:26:20
10001767,10006425,Scott,Houston,12/05/2021,2021/11/30,I,Inprogress,RA,Requirement Awaited,Y,474000,,,,Robert Clay,Spouse,100,,14/02/2023 10:26:20
10001768,10006427,Aaron,Sanders,12/05/2021,2021/11/30,R,Received,,,N,128000,,,,Emily Daniels,Spouse,100,,14/02/2023 10:26:20
10001769,10006434,Paula,Holmes,12/05/2021,2021/11/30,R,Received,,,Y,201000,,,,Charles King,Spouse,100,,14/02/2023 10:26:20
